seq1	seq2	Percent amino-acid identity
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/Netherlands/450/1988_H3N2_HOST_Human_CY113396	95.52042160737813
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/Shanghai/24/1990_H3N2_HOST_Human_CY113524	95.52042160737813
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/Beijing/32/1992_H3N2_HOST_Human_CY113684	95.65217391304348
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/Lyon/1781/1996_H3N2_HOST_Human_CY114284	95.78392621870883
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/duck/Pennsylvania/9411697/1996_H2N3_HOST_Avian_CY117194	96.31093544137022
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/duck/Memphis/546/1974_H11N9_HOST_Avian_CY130077	96.44268774703558
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/Malaysia/1674395/2006_H3N2_HOST_Human_CY118929	94.99341238471673
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/Moscow/13/1998_H1N1_HOST_Human_CY125091	96.31093544137022
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/duck/Jiangsu/m234/2012_H5N2_HOST_Avian_JX507352	94.99341238471673
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/Ann_Arbor/6/1960_H2N2_HOST_Human_CY125909	96.83794466403162
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	ref_A/California/17/2012_H3N2_HOST_Human_KC892435	94.33465085638998
ref_A/Puerto_Rico/8/34_H1N1_HOST_Human_EF467818	lin_AFM71867_A/Aichi/2/1968_1968//_HOST_Human_PB2	96.17918313570487
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Henry/1936_H1N1_HOST_Human_CY020452	97.62845849802372
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	97.36495388669302
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	96.57444005270092
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	97.8919631093544
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	96.57444005270092
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	96.04743083003953
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/Czech_Republic/1/1956_H4N6_HOST_Avian_CY045334	96.70619235836627
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/New_Jersey/5406-27/1994_H4N8_HOST_Avian_GU051908	96.04743083003953
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/Victoria/1992_H3N8_HOST_Avian_GU052320	96.44268774703558
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Muscovy_duck/Fujian/FZ01/2008_H6N6_HOST_Avian_HM050396	95.38866930171278
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Managua/3244.02/2010_H3N2_HOST_Human_CY074778	95.65217391304348
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Netherlands/001H1/1954_H1N1_HOST_Human_CY077722	98.68247694334651
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/spot-billed_duck/Korea/KNU_SYG06/2006_H5N3_HOST_Avian_JF800151	96.70619235836627
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/Eastern_China/50/2002_H6N8_HOST_Avian_JF965038	96.04743083003953
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/Lao/987/2010_H5N1_HOST_Avian_CY098457	95.52042160737813
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/DaNang/DN329/2008_H1N1_HOST_Human_CY104893	98.28722002635047
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Netherlands/450/1988_H3N2_HOST_Human_CY113396	96.44268774703558
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Shanghai/24/1990_H3N2_HOST_Human_CY113524	96.44268774703558
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Beijing/32/1992_H3N2_HOST_Human_CY113684	96.57444005270092
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Lyon/1781/1996_H3N2_HOST_Human_CY114284	96.70619235836627
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/Pennsylvania/9411697/1996_H2N3_HOST_Avian_CY117194	95.91567852437417
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/Memphis/546/1974_H11N9_HOST_Avian_CY130077	96.04743083003953
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Malaysia/1674395/2006_H3N2_HOST_Human_CY118929	96.17918313570487
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Moscow/13/1998_H1N1_HOST_Human_CY125091	98.02371541501977
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/duck/Jiangsu/m234/2012_H5N2_HOST_Avian_JX507352	95.12516469038208
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/Ann_Arbor/6/1960_H2N2_HOST_Human_CY125909	97.8919631093544
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	ref_A/California/17/2012_H3N2_HOST_Human_KC892435	95.25691699604744
ref_A/Maryland/2/1980_H1N1_HOST_Human_CY020188	lin_AFM71867_A/Aichi/2/1968_1968//_HOST_Human_PB2	97.23320158102767
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	96.57444005270092
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	97.10144927536231
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	96.31093544137022
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	96.96969696969697
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	95.52042160737813
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/Czech_Republic/1/1956_H4N6_HOST_Avian_CY045334	97.23320158102767
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/New_Jersey/5406-27/1994_H4N8_HOST_Avian_GU051908	96.57444005270092
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/Victoria/1992_H3N8_HOST_Avian_GU052320	96.96969696969697
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Muscovy_duck/Fujian/FZ01/2008_H6N6_HOST_Avian_HM050396	95.78392621870883
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Managua/3244.02/2010_H3N2_HOST_Human_CY074778	95.25691699604744
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Netherlands/001H1/1954_H1N1_HOST_Human_CY077722	98.28722002635047
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/spot-billed_duck/Korea/KNU_SYG06/2006_H5N3_HOST_Avian_JF800151	97.23320158102767
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/Eastern_China/50/2002_H6N8_HOST_Avian_JF965038	96.44268774703558
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/Lao/987/2010_H5N1_HOST_Avian_CY098457	95.65217391304348
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/DaNang/DN329/2008_H1N1_HOST_Human_CY104893	96.57444005270092
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Netherlands/450/1988_H3N2_HOST_Human_CY113396	95.91567852437417
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Shanghai/24/1990_H3N2_HOST_Human_CY113524	95.91567852437417
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Beijing/32/1992_H3N2_HOST_Human_CY113684	96.04743083003953
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Lyon/1781/1996_H3N2_HOST_Human_CY114284	96.17918313570487
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/Pennsylvania/9411697/1996_H2N3_HOST_Avian_CY117194	96.44268774703558
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/Memphis/546/1974_H11N9_HOST_Avian_CY130077	96.57444005270092
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Malaysia/1674395/2006_H3N2_HOST_Human_CY118929	95.38866930171278
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Moscow/13/1998_H1N1_HOST_Human_CY125091	96.83794466403162
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/duck/Jiangsu/m234/2012_H5N2_HOST_Avian_JX507352	95.38866930171278
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/Ann_Arbor/6/1960_H2N2_HOST_Human_CY125909	97.49670619235836
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	ref_A/California/17/2012_H3N2_HOST_Human_KC892435	94.72990777338603
ref_A/Henry/1936_H1N1_HOST_Human_CY020452	lin_AFM71867_A/Aichi/2/1968_1968//_HOST_Human_PB2	96.70619235836627
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	95.65217391304348
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	96.17918313570487
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	95.65217391304348
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	97.62845849802372
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/Czech_Republic/1/1956_H4N6_HOST_Avian_CY045334	95.91567852437417
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/New_Jersey/5406-27/1994_H4N8_HOST_Avian_GU051908	95.52042160737813
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/Victoria/1992_H3N8_HOST_Avian_GU052320	95.78392621870883
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Muscovy_duck/Fujian/FZ01/2008_H6N6_HOST_Avian_HM050396	94.99341238471673
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Managua/3244.02/2010_H3N2_HOST_Human_CY074778	96.96969696969697
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Netherlands/001H1/1954_H1N1_HOST_Human_CY077722	97.8919631093544
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/spot-billed_duck/Korea/KNU_SYG06/2006_H5N3_HOST_Avian_JF800151	95.78392621870883
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/Eastern_China/50/2002_H6N8_HOST_Avian_JF965038	95.52042160737813
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/Lao/987/2010_H5N1_HOST_Avian_CY098457	94.72990777338603
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/DaNang/DN329/2008_H1N1_HOST_Human_CY104893	96.04743083003953
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Netherlands/450/1988_H3N2_HOST_Human_CY113396	98.02371541501977
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Shanghai/24/1990_H3N2_HOST_Human_CY113524	97.76021080368906
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Beijing/32/1992_H3N2_HOST_Human_CY113684	97.8919631093544
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Lyon/1781/1996_H3N2_HOST_Human_CY114284	97.76021080368906
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/Pennsylvania/9411697/1996_H2N3_HOST_Avian_CY117194	95.52042160737813
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/Memphis/546/1974_H11N9_HOST_Avian_CY130077	95.65217391304348
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Malaysia/1674395/2006_H3N2_HOST_Human_CY118929	97.62845849802372
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Moscow/13/1998_H1N1_HOST_Human_CY125091	95.78392621870883
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/duck/Jiangsu/m234/2012_H5N2_HOST_Avian_JX507352	94.33465085638998
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/Ann_Arbor/6/1960_H2N2_HOST_Human_CY125909	98.15546772068511
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	ref_A/California/17/2012_H3N2_HOST_Human_KC892435	96.83794466403162
ref_A/Albany/2/1970_H3N2_HOST_Human_CY021092	lin_AFM71867_A/Aichi/2/1968_1968//_HOST_Human_PB2	99.60474308300395
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	94.99341238471673
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	99.34123847167325
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	94.46640316205534
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/duck/Czech_Republic/1/1956_H4N6_HOST_Avian_CY045334	99.47299077733861
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/duck/New_Jersey/5406-27/1994_H4N8_HOST_Avian_GU051908	98.9459815546772
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/duck/Victoria/1992_H3N8_HOST_Avian_GU052320	99.34123847167325
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Muscovy_duck/Fujian/FZ01/2008_H6N6_HOST_Avian_HM050396	98.15546772068511
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Managua/3244.02/2010_H3N2_HOST_Human_CY074778	94.20289855072464
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Netherlands/001H1/1954_H1N1_HOST_Human_CY077722	96.96969696969697
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/spot-billed_duck/Korea/KNU_SYG06/2006_H5N3_HOST_Avian_JF800151	99.60474308300395
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/duck/Eastern_China/50/2002_H6N8_HOST_Avian_JF965038	98.81422924901186
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/duck/Lao/987/2010_H5N1_HOST_Avian_CY098457	98.02371541501977
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/DaNang/DN329/2008_H1N1_HOST_Human_CY104893	95.38866930171278
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Netherlands/450/1988_H3N2_HOST_Human_CY113396	94.86166007905139
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Shanghai/24/1990_H3N2_HOST_Human_CY113524	94.86166007905139
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Beijing/32/1992_H3N2_HOST_Human_CY113684	94.99341238471673
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Lyon/1781/1996_H3N2_HOST_Human_CY114284	95.12516469038208
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/duck/Pennsylvania/9411697/1996_H2N3_HOST_Avian_CY117194	98.68247694334651
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/duck/Memphis/546/1974_H11N9_HOST_Avian_CY130077	98.9459815546772
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Malaysia/1674395/2006_H3N2_HOST_Human_CY118929	94.59815546772069
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Moscow/13/1998_H1N1_HOST_Human_CY125091	95.52042160737813
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/duck/Jiangsu/m234/2012_H5N2_HOST_Avian_JX507352	97.49670619235836
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/Ann_Arbor/6/1960_H2N2_HOST_Human_CY125909	96.17918313570487
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	ref_A/California/17/2012_H3N2_HOST_Human_KC892435	93.8076416337286
ref_A/duck/Italy/775/2004_H5N3_HOST_Avian_CY024753	lin_AFM71867_A/Aichi/2/1968_1968//_HOST_Human_PB2	95.78392621870883
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	94.86166007905139
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	94.86166007905139
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/duck/Czech_Republic/1/1956_H4N6_HOST_Avian_CY045334	94.99341238471673
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/duck/New_Jersey/5406-27/1994_H4N8_HOST_Avian_GU051908	94.46640316205534
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/duck/Victoria/1992_H3N8_HOST_Avian_GU052320	94.72990777338603
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Muscovy_duck/Fujian/FZ01/2008_H6N6_HOST_Avian_HM050396	93.67588932806323
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Managua/3244.02/2010_H3N2_HOST_Human_CY074778	94.46640316205534
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Netherlands/001H1/1954_H1N1_HOST_Human_CY077722	97.49670619235836
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/spot-billed_duck/Korea/KNU_SYG06/2006_H5N3_HOST_Avian_JF800151	94.99341238471673
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/duck/Eastern_China/50/2002_H6N8_HOST_Avian_JF965038	94.59815546772069
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/duck/Lao/987/2010_H5N1_HOST_Avian_CY098457	93.8076416337286
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/DaNang/DN329/2008_H1N1_HOST_Human_CY104893	98.81422924901186
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Netherlands/450/1988_H3N2_HOST_Human_CY113396	95.52042160737813
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Shanghai/24/1990_H3N2_HOST_Human_CY113524	95.52042160737813
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Beijing/32/1992_H3N2_HOST_Human_CY113684	95.65217391304348
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Lyon/1781/1996_H3N2_HOST_Human_CY114284	95.78392621870883
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/duck/Pennsylvania/9411697/1996_H2N3_HOST_Avian_CY117194	94.20289855072464
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/duck/Memphis/546/1974_H11N9_HOST_Avian_CY130077	94.33465085638998
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Malaysia/1674395/2006_H3N2_HOST_Human_CY118929	94.99341238471673
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Moscow/13/1998_H1N1_HOST_Human_CY125091	97.8919631093544
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/duck/Jiangsu/m234/2012_H5N2_HOST_Avian_JX507352	93.67588932806323
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/Ann_Arbor/6/1960_H2N2_HOST_Human_CY125909	97.10144927536231
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	ref_A/California/17/2012_H3N2_HOST_Human_KC892435	94.07114624505928
ref_A/England/494/2006_H1N1_HOST_Human_FJ445079	lin_AFM71867_A/Aichi/2/1968_1968//_HOST_Human_PB2	96.04743083003953
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	94.59815546772069
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/duck/Czech_Republic/1/1956_H4N6_HOST_Avian_CY045334	99.34123847167325
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/duck/New_Jersey/5406-27/1994_H4N8_HOST_Avian_GU051908	98.81422924901186
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/duck/Victoria/1992_H3N8_HOST_Avian_GU052320	99.47299077733861
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Muscovy_duck/Fujian/FZ01/2008_H6N6_HOST_Avian_HM050396	98.28722002635047
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Managua/3244.02/2010_H3N2_HOST_Human_CY074778	94.46640316205534
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Netherlands/001H1/1954_H1N1_HOST_Human_CY077722	96.96969696969697
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/spot-billed_duck/Korea/KNU_SYG06/2006_H5N3_HOST_Avian_JF800151	99.47299077733861
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/duck/Eastern_China/50/2002_H6N8_HOST_Avian_JF965038	98.9459815546772
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/duck/Lao/987/2010_H5N1_HOST_Avian_CY098457	98.15546772068511
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/DaNang/DN329/2008_H1N1_HOST_Human_CY104893	95.38866930171278
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Netherlands/450/1988_H3N2_HOST_Human_CY113396	94.86166007905139
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Shanghai/24/1990_H3N2_HOST_Human_CY113524	94.86166007905139
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Beijing/32/1992_H3N2_HOST_Human_CY113684	94.99341238471673
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Lyon/1781/1996_H3N2_HOST_Human_CY114284	95.12516469038208
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/duck/Pennsylvania/9411697/1996_H2N3_HOST_Avian_CY117194	98.81422924901186
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/duck/Memphis/546/1974_H11N9_HOST_Avian_CY130077	98.81422924901186
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Malaysia/1674395/2006_H3N2_HOST_Human_CY118929	94.86166007905139
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Moscow/13/1998_H1N1_HOST_Human_CY125091	95.52042160737813
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/duck/Jiangsu/m234/2012_H5N2_HOST_Avian_JX507352	97.76021080368906
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/Ann_Arbor/6/1960_H2N2_HOST_Human_CY125909	96.17918313570487
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	ref_A/California/17/2012_H3N2_HOST_Human_KC892435	94.07114624505928
ref_A/duck/Hokkaido/49/98_H9N2_HOST_Avian_AB473937	lin_AFM71867_A/Aichi/2/1968_1968//_HOST_Human_PB2	95.78392621870883
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/duck/Czech_Republic/1/1956_H4N6_HOST_Avian_CY045334	94.72990777338603
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/duck/New_Jersey/5406-27/1994_H4N8_HOST_Avian_GU051908	94.59815546772069
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/duck/Victoria/1992_H3N8_HOST_Avian_GU052320	94.72990777338603
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/Muscovy_duck/Fujian/FZ01/2008_H6N6_HOST_Avian_HM050396	93.54413702239789
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/Managua/3244.02/2010_H3N2_HOST_Human_CY074778	99.2094861660079
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/Netherlands/001H1/1954_H1N1_HOST_Human_CY077722	96.57444005270092
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/spot-billed_duck/Korea/KNU_SYG06/2006_H5N3_HOST_Avian_JF800151	94.59815546772069
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/duck/Eastern_China/50/2002_H6N8_HOST_Avian_JF965038	94.20289855072464
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/duck/Lao/987/2010_H5N1_HOST_Avian_CY098457	93.67588932806323
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/DaNang/DN329/2008_H1N1_HOST_Human_CY104893	94.72990777338603
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/Netherlands/450/1988_H3N2_HOST_Human_CY113396	98.55072463768116
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/Shanghai/24/1990_H3N2_HOST_Human_CY113524	98.68247694334651
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/Beijing/32/1992_H3N2_HOST_Human_CY113684	98.68247694334651
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/Lyon/1781/1996_H3N2_HOST_Human_CY114284	98.81422924901186
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/duck/Pennsylvania/9411697/1996_H2N3_HOST_Avian_CY117194	94.72990777338603
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/duck/Memphis/546/1974_H11N9_HOST_Avian_CY130077	94.46640316205534
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/Malaysia/1674395/2006_H3N2_HOST_Human_CY118929	99.2094861660079
ref_A/Boston/64/2008_H3N2_HOST_Human_CY044771	ref_A/Moscow/13/1998_H1N1_HOST_Human_CY125091	94.99341238471673
